,Date,name,contract,Delegator APR,Validator APR,Stake Balance,Base Stake,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
1915,2022-04-22,Titan Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,12.3,12.3,67358279848757850930550,47500000000000000000000,0.55,1500.0,68000000000000000000000,19860661572821850930540,19,19.0,1607.0,titanstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,"Sibiu, Romania",31,2279,0.0
1916,2022-04-22,Carpathian Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,12.04,12.04,46956401424484923559281,55000000000000000000000,0.53,1600.0,60000000000000000000000,9956401424484923559280,22,90.0,2966.0,carpathianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,Sibiu in the â¥ of the Carpathian mountains,32,2639,0.0
1917,2022-04-22,Trust Staking US,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,11.76,11.76,63524800425917525426383,37500000000000000000000,0.51,1500.0,100000000000000000000000,26024800425917525426370,15,15.0,629.0,truststakingus,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,United States,33,1799,1.0
1918,2022-04-22,Forbole,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,11.8,11.8,62763467806092704308056,37500000000000000000000,0.51,1500.0,85000000000000000000000,25263467806092704308050,15,22.0,726.0,forbole,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Cosmos,34,1799,0.0
1919,2022-04-22,Incal (16 nodes)âï¸,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,13.39,13.39,55650787163156872288843,40000000000000000000000,0.45,800.0,55650000000000000000000,15650617469156079266928,16,20.0,1756.0,incal,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Decentralized,36,1919,0.0
1920,2022-04-22,Blockdaemon,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,11.12,11.12,54446176338199963458152,17500000000000000000000,0.44,1000.0,0,36946176338199963458148,7,7.0,369.0,bd_validators,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,,37,840,1.0
1921,2022-04-22,Smart Chain Connection,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,10.16,10.16,47735920830848111241649,20000000000000000000000,0.39,1000.0,0,27735919032083474901168,8,8.0,1583.0,smartchaincnx,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,"Oregon, USA",39,840,1.0
1922,2022-04-22,RosettaStake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,13.88,13.88,45599208650814031379562,40000000000000000000000,0.37,1000.0,45600000000000000000000,5599208650814031379552,16,16.0,3345.0,rosettastake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,,40,1919,0.0
1923,2022-04-22,Sikka,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,13.47,13.47,45005626369646824686061,40000000000000000000000,0.36,1300.0,45001000000000000000000,5005626369646824686048,16,20.0,2864.0,sikka_tech,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,"Berkeley, CA",41,2019,0.0
1924,2022-04-22,Alchemy Capital,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,13.57,13.57,42499437539246181699352,40000000000000000000000,0.34,1399.0,42500000000000000000000,2499437539246181699344,16,19.0,2821.0,alchemycapital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Planet Earth,42,1919,0.0
1925,2022-04-22,Inception Network,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,11.61,11.61,42164831042340631614115,12500000000000000000000,0.34,500.0,45000000000000000000000,29667731042340631614115,5,5.0,2103.0,inceptionnetwork,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,,43,600,0.0
1926,2022-04-22,B-Harvest,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,12.18,12.18,39264548788113976916184,35000000000000000000000,0.32,1.0,50000000000000000000000,4264511806661577739142,14,20.0,1595.0,bharvest,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,South Korea,44,1309,0.0
1927,2022-04-22,â¡ï¸Disruptive Digitalâ¡ï¸,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyllllls8wlxd9,13.81,13.81,29004318193452996633609,35000000000000000000000,0.31,1000.0,29000000000000000000000,4004283991800740321770,14,10.0,1595.0,ddigital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyllllls8wlxd9,Romania,45,1679,0.0
1928,2022-04-22,Hyperblocks Professional Service,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,12.07,12.07,38999859983934560959801,20000000000000000000000,0.31,1000.0,50000000000000000000000,18999859983934560959800,8,8.0,1234.0,hyperblockspro,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Singapore,46,960,0.0
1929,2022-04-22,Unity Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,12.11,12.11,38240078588292295957703,15000000000000000000000,0.31,500.0,50000000000000000000000,23240078588292295957698,6,14.0,1666.0,unitystake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,,47,720,0.0
1930,2022-04-22,Woodstock Fund,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,11.19,11.19,37241874180240637550262,12500000000000000000000,0.3,1000.0,50000000000000000000000,24741874180240637550260,5,5.0,728.0,woodstockfund,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Cayman Islands,48,600,1.0
1931,2022-04-22,Orange Staking ð,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxhllllssz7sl7,12.52,12.52,36991314960450809017786,25000000000000000000000,0.3,1250.0,37000000000000000000000,11992292328763477394920,10,10.0,2495.0,orangestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxhllllssz7sl7,"Utrecht, Netherlands",49,1199,0.0
1932,2022-04-22,christstake.com,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,12.08,12.08,36299600044683902167504,27500000000000000000000,0.29,1.0,75000000000000000000000,8799600044683902167494,11,42.0,3010.0,christstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,Universe and beyond,50,1060,0.0
1933,2022-04-22,Gandalf Staking - NFTs as logo,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,12.32,12.32,35479924419879305118308,20000000000000000000000,0.29,1000.0,50000000000000000000000,15479924419879305118304,8,8.0,916.0,gandalfnetwork,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Middle Earth,51,960,1.0
1934,2022-04-22,D1fferent Capital,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,12.17,12.17,34775237575250417738246,10000000000000000000000,0.28,1.0,100000000000000000000000,24774137575250417738244,4,4.0,1312.0,d1fferent,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,,52,480,0.0
1935,2022-04-22,AUDIT.one,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,12.63,12.63,32013168958635082025820,20000000000000000000000,0.26,1000.0,32000000000000000000000,12013168958635082025816,8,8.0,1777.0,auditone,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,https://audit.one,53,960,0.0
1936,2022-04-22,Easy 2 Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,12.26,12.26,28708109055324396731071,20000000000000000000000,0.23,1500.0,29000000000000000000000,8708109055324396731064,8,12.0,1631.0,easy2stake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,,55,960,0.0
1937,2022-04-22,Aerovek Staking Agency,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,11.13,11.13,27499998615632288766004,12500000000000000000000,0.22,1500.0,27500000000000000000000,14999998615632288766000,5,5.0,1866.0,aerovek,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,,56,600,1.0
1938,2022-04-22,IELEMAN,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,13.79,13.79,27310761104159686261773,25000000000000000000000,0.22,200.0,27255000000000000000000,2310761104159686261770,10,12.0,252.0,ieleman,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqplllllscktaww,Romania,57,1080,0.0
1939,2022-04-22,RAF STAKING,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,12.44,12.44,27203431570076525988668,17500000000000000000000,0.22,1200.0,32000000000000000000000,9703374465810100632018,7,7.0,1581.0,raf_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,,58,840,1.0
1940,2022-04-22,InfStones,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,10.21,10.21,27094819678567313842433,5000000000000000000000,0.22,1200.0,0,22094819678567313842432,2,2.0,145.0,infstonescom,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,"Dallas, TX",59,240,1.0
1941,2022-04-22,CryptoBay,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,12.73,12.73,24906950188730374283520,17500000000000000000000,0.2,1200.0,25000000000000000000000,7406950188730374283519,7,7.0,1530.0,cryptobay,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,Earth,61,840,0.0
1942,2022-04-22,Aurentum GmbH,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,11.28,11.28,24745434846664772627661,20000000000000000000000,0.2,1.0,0,4745434846664772627656,8,11.0,995.0,aurentum,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Germany,62,720,0.0
1943,2022-04-22,Moonlorian Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,11.6,11.6,23917057464442556005627,10000000000000000000000,0.19,1000.0,23950000000000000000000,13917057464442556005624,4,4.0,690.0,moonlorianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,www.moonlorian.com/stake,63,480,0.0
1944,2022-04-22,stakecamp,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,12.65,12.65,23862062076456970482329,15000000000000000000000,0.19,1000.0,25000000000000000000000,8862062076456970482324,6,10.0,1476.0,stakecamp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv8lllls3ydk0k,"Czech Republic, Prague",64,720,0.0
1945,2022-04-22,Cavaleria Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,11.78,11.78,21991711934536492502066,10000000000000000000000,0.17,1000.0,22000000000000000000000,11991705451418319703780,4,6.0,2776.0,cavaleria,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,,67,480,0.0
1946,2022-04-22,StakeCON,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,12.16,12.16,21530967802715866306794,10000000000000000000000,0.17,750.0,26500000000000000000000,11530946395454346843720,4,5.0,972.0,stakecon,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,"Sibiu, Romania",68,480,0.0
1947,2022-04-22,CastleStake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,11.01,11.01,21528460674097218936871,7500000000000000000000,0.17,1200.0,25000000000000000000000,14028422961783172551438,3,15.0,1683.0,castlestake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,"Cristian,Sibiu",69,359,0.0
1948,2022-04-22,ð Chief Engineer Stakingâ,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,11.91,11.91,20806353118064294596009,10000000000000000000000,0.17,1000.0,22500000000000000000000,10806353118064294596008,4,4.0,808.0,chiefeng,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwhllllsmvhpqu,Romania,70,480,0.0
1949,2022-04-22,RisaSoft Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,11.47,11.47,19178721962749756967049,7500000000000000000000,0.15,1000.0,24000000000000000000000,11680697398360424783169,3,3.0,1438.0,risasoft,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqthllllsy5r6rh,"Milwaukee, WI",72,359,0.0
1950,2022-04-22,Galaxy Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,12.47,12.47,18758272019016655425097,15000000000000000000000,0.15,22.0,18765432100000000000000,3758272019016655425096,6,6.0,1324.0,galaxyone,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Romania,74,600,0.0
1951,2022-04-22,Robot Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,15.95,15.95,17999964984583851044093,17500000000000000000000,0.14,0.0,18000000000000000000000,499964984583851044090,7,7.0,789.0,robotstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,,75,840,1.0
1952,2022-04-22,Rohanstake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,11.15,11.15,15503641133931402223142,15000000000000000000000,0.12,3000.0,15510000000000000000000,503641133931402223140,6,6.0,109.0,rohanstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,,77,720,0.0
1953,2022-04-22,OpenStake.io,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,12.4,12.4,14219507508886494295606,5000000000000000000000,0.11,100.0,15000000000000000000000,9219507508886494295606,2,2.0,1164.0,open_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,,78,240,0.0
1954,2022-04-22,Parasco Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,11.03,11.03,13378332400041582642999,10000000000000000000000,0.1,1.0,13480000000000000000000,3363602318423522243552,4,4.0,858.0,parasco1,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Romania,79,359,0.0
1955,2022-04-22,stakeGEN,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,5.7,5.7,13131952996363335896804,12500000000000000000000,0.1,1000.0,30000000000000000000000,631952996363335896800,5,11.0,1228.0,stakegen,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,"United Kingdom, London",80,890,0.0
1956,2022-04-22,Bware Labs,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,14.08,14.08,13010754121046574736404,10000000000000000000000,0.1,500.0,13010000000000000000000,3010754121046574736404,4,4.0,765.0,bwarelabs,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt0llllsescm7x,Bucharest,81,480,0.0
1957,2022-04-22,Restake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,11.44,11.44,12970683613069030040901,5000000000000000000000,0.1,1000.0,0,7970683613069030040900,2,2.0,175.0,restake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,,82,240,1.0
