Date,contract,name,Delegator APR,Validator APR,Stake Balance,Base Stake,locked,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
2022-04-04,elrondcom,Elrond Community Delegation ð,,14.5,,2182500000000000000000000,3034999999999999983221937,25.36,,,852499999999999983221937,873,,,elrondcom,,,,1,107760,
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,Inception Network,12.24,12.36,37670240419735366239511,12500000000000000000000,37670069809260450821190,0.31,100.0,0,25170069809260450821190,5,5.0,3137.0,inceptionnetwork,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,,46,600,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,Trust Staking US,11.72,13.78,63624095584927918171514,37500000000000000000000,63624095584927918171500,0.53,1500.0,100000000000000000000000,26124095584927918171500,15,15.0,762.0,truststakingus,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,United States,30,1799,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,Trust Staking Portugal,11.86,13.95,8071575086000132402449,5000000000000000000000,8071575086000132402448,0.06,1500.0,15000000000000000000000,3071575086000132402448,2,2.0,314.0,truststakingpt,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,Portugal,98,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,OpenStake.io,12.66,12.78,12226717910078650194345,5000000000000000000000,12226698992888092327034,0.1,100.0,15000000000000000000000,7226698992888092327034,2,2.0,1419.0,open_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0llllls7g67ne,,83,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,Stake Capital,12.03,14.15,57177662103227778619125,37500000000000000000000,57177659229910311907470,0.47,1500.0,97049370000000000000000,19677659229910311907470,15,15.0,4836.0,stakecapital_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,,34,1799,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,Everstake company,11.87,14.28,161638537654397863580811,110000000000000000000000,161638537654397863580796,1.35,1500.0,182000000000000000000000,51638537654397863580796,44,100.0,5228.0,everstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,"Kyiv, Ukraine",16,5160,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2hlllls2t8ama,steak4all ð¥©stake and fine meats,12.86,13.98,7997817909662017323794,5000000000000000000000,7997817909662017323794,0.06,800.0,17323440000000000000000,2997817909662017323794,2,3.0,847.0,steak4all,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2hlllls2t8ama,"Vancouver, BC",99,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,Unity Stake,12.06,12.7,38149773702594803842732,15000000000000000000000,38149773702594803842728,0.31,500.0,50000000000000000000000,23149773702594803842728,6,14.0,1880.0,unitystake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq2lllllspsw9sj,,45,720,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,LATAM Staking Pool,12.38,13.75,8550581899105045613629,5000000000000000000000,8550581899105045613628,0.07,1000.0,10000000000000000000000,3550581899105045613628,2,2.0,1080.0,latamsp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,,95,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,Elrond Philippines Staking,13.51,14.22,7483976033350303270315,5000000000000000000000,7483976033350303270314,0.06,500.0,7482000000000000000000,2483976033350303270314,2,3.0,401.0,zillabytes,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,,104,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Hyperblocks Professional Service,12.48,13.86,33094001946676295503688,20000000000000000000000,33094001946676295503688,0.27,1000.0,50000000000000000000000,13094001946676295503688,8,8.0,1624.0,hyperblockspro,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Singapore,51,954,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Forbole,11.77,13.85,62369640820029087226707,37500000000000000000000,62369640820029087226695,0.52,1500.0,85000000000000000000000,24869640820029087226695,15,22.0,1056.0,forbole,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Cosmos,31,1799,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Gandalf Staking - NFTs as logo,12.73,14.14,30546174479590668349071,20000000000000000000000,30546174479590668349064,0.25,1000.0,50000000000000000000000,10546174479590668349064,8,8.0,1180.0,gandalfnetwork,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Middle Earth,54,960,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,art3mis.cloud,12.82,12.95,5697768327886555522809,2500000000000000000000,5697768327886555522809,0.04,100.0,5700000000000000000000,3197768327886555522809,1,1.0,424.0,art3mis,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,,110,120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Parasco Staking,10.7,14.26,14774404878965332884786,10000000000000000000000,14773806768178905791476,0.12,1.0,15115000000000000000000,4773806768178905791476,4,4.0,1195.0,parasco1,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Romania,79,359,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,B-Harvest,10.96,15.34,40143425762519225288579,35000000000000000000000,40144425762519225288568,0.33,1.0,50000000000000000000000,5144425762519225288568,14,20.0,2389.0,bharvest,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,South Korea,43,1199,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,RAF STAKING,12.85,14.6,23713371246388749826233,17500000000000000000000,23713371246388749826229,0.19,1200.0,32000000000000000000000,6213371246388749826229,7,7.0,1809.0,raf_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,,64,840,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,Xylius,11.86,15.82,5222126415959296822581,5000000000000000000000,5222126415959296822580,0.04,2500.0,5700000000000000000000,222126415959296822580,2,2.0,101.0,xylius,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,,111,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq68lllls2g8068,WeStake,11.06,14.89,12651173397762956789176,10000000000000000000000,12651173397762956789176,0.1,100.0,15000000000000000000000,2651173397762956789176,4,4.0,873.0,westake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq68lllls2g8068,Europe,82,359,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,Trust Staking RO,13.44,13.44,4741825337191796874084,2500000000000000000000,4741825337191796874084,0.03,0.0,4742000000000000000000,2241825337191796874084,1,1.0,545.0,truststakingro,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,Romania,118,120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,CastleStake,12.4,12.4,22056621288295345743218,7500000000000000000000,22056611984777866009446,0.18,1.0,25000000000000000000000,14556611984777866009446,3,15.0,2320.0,castlestake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,"Cristian,Sibiu",66,359,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,Just Mining,12.71,15.22,659070844129711656918828,560000000000000000000000,659070824435496984682976,5.5,1650.0,660999810000000000000000,99070824435496984682976,224,233.0,13100.0,justminingfr,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,France,2,26839,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,CryptoBay,12.73,14.46,24591466927427518936656,17500000000000000000000,24591466927427518936650,0.2,1200.0,25000000000000000000000,7091466927427518936650,7,7.0,1514.0,cryptobay,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,Earth,61,840,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,âï¸ Valid Blocks,12.41,14.19,156941048665730976098114,112500000000000000000000,169441048665730976098080,1.41,700.0,180000000000000000000000,56941048665730976098080,45,40.0,5375.0,validblocks,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,"Sibiu, Romania",15,5120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,christstake.com,12.08,14.76,35866752114381863982075,27500000000000000000000,35866752114381863982065,0.29,1.0,75000000000000000000000,8366752114381863982065,11,42.0,3325.0,christstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,Universe and beyond,48,1080,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,Partner Staking,12.01,14.29,388653370167848721225465,265000000000000000000000,388653370167848721225394,3.24,1600.0,400000000000000000000000,123653370167848721225394,106,106.0,10200.0,partnerstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,Bucharest,5,12720,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,MGStaking,12.07,13.43,204117149874949299286888,107500000000000000000000,204114163221995969286880,1.7,100.0,220000000000000000000000,96614163221995969286880,43,51.0,8329.0,mgstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,Bucharest,9,4680,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,Restake,12.41,13.78,8486171712113795229998,5000000000000000000000,8486171712113795229998,0.07,1000.0,0,3486171712113795229998,2,2.0,323.0,restake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,,96,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,XQ Company,0.0,16.01,2517500000000000000000,2500000000000000000000,2517500000000000000000,0.02,10.0,25000000000000000000000,17500000000000000000,1,1.0,6.0,xqcompany,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,,291,0,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,Binance Staking,10.95,11.88,304427990440325576144701,75000000000000000000000,304427990440325576144700,2.54,792.0,0,229427990440325576144700,30,30.0,13748.0,binance_staking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,,7,3600,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,Smart Chain Connection,9.96,12.64,52080534176884279515682,20000000000000000000000,52080515932870426336424,0.43,1000.0,0,32080515932870426336424,8,8.0,2925.0,smartchaincnx,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,"Oregon, USA",37,840,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,Mr.Reboot,13.88,13.89,4099784751961226485730,2500000000000000000000,4099784751961226485730,0.03,10.0,4100000000000000000000,1599784751961226485730,1,2.0,487.0,newstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,,136,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,Cavaleria Staking,11.74,13.04,21927370049008670868065,10000000000000000000000,21927370049008670868064,0.18,1000.0,22000000000000000000000,11927370049008670868064,4,6.0,2825.0,cavaleria,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,,67,480,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,WAVENODE,11.76,13.84,8342621530044158193712,5000000000000000000000,8342621530044158193712,0.06,1500.0,13000000000000000000000,3342621530044158193712,2,3.0,776.0,wavenode,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,,97,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Incal (16 nodes + 3 queued)âï¸,13.38,14.54,54999380556018331032014,40000000000000000000000,54999380556018331032000,0.45,800.0,55000000000000000000000,14999380556018331032000,16,20.0,1867.0,incal,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Decentralized,35,1919,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,â¡ï¸Tortuga Stakingâ¡ï¸,12.63,13.29,9976389300841369676844,5000000000000000000000,9976389300841369676844,0.08,500.0,10000000000000000000000,4976389300841369676844,2,3.0,979.0,tortugax,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,Sibiu-Romania,92,240,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,ð¨ðµ Kevin â¡ï¸,9.14,15.49,2780791964148219948498,2500000000000000000000,2780791964148219948498,0.02,4100.0,0,280791964148219948498,1,1.0,105.0,kevinlallement,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,France,243,120,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Woodstock Fund,11.15,12.39,37052715280029115983890,12500000000000000000000,37052569033934002342670,0.3,1000.0,50000000000000000000000,24552569033934002342670,5,5.0,1247.0,woodstockfund,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Cayman Islands,47,600,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,Aerovek Staking Agency,11.08,13.03,27499978552938208125082,12500000000000000000000,27499898822670681114115,0.22,1500.0,27500000000000000000000,14999898822670681114115,5,5.0,1854.0,aerovek,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,,56,600,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,New Age Staking,15.99,15.86,7592281765410343169259,10000000000000000000000,10351281765410343169259,0.08,1.0,7501000000000000000000,351281765410343169259,4,3.0,4.0,n_a_s,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,,87,480,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,Sikka,13.43,15.44,45000982216339507227175,40000000000000000000000,45000968857690552141664,0.37,1300.0,45001000000000000000000,5000968857690552141664,16,20.0,3035.0,sikka_tech,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,"Berkeley, CA",40,1979,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,Alchemist Stake,12.32,13.68,152970123482154777272726,87500000000000000000000,153094324376643310512425,1.27,1000.0,157000000000000000000000,65594324376643310512425,35,42.0,7815.0,stakeborg,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,,17,4200,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,Empress Staking ð¥ 1 percent fee until 2024 ð¥,12.91,13.03,198156479231945632009194,90000000000000000000000,198156479231945632009176,1.65,100.0,200135000000000000000000,108156479231945632009176,36,41.0,7247.0,empress_genmei,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,https://t.me/empress_staking,10,4320,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,Easy 2 Stake,12.32,14.49,27871270904695653453720,20000000000000000000000,27871270904695653453720,0.23,1500.0,29000000000000000000000,7871270904695653453720,8,12.0,1675.0,easy2stake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,,55,960,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,StakeCON,12.1,13.08,21605075278177008898096,10000000000000000000000,21605075278177008898096,0.18,750.0,26500000000000000000000,11605075278177008898096,4,5.0,1151.0,stakecon,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,"Sibiu, Romania",68,480,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Equinoxe Capital,12.33,12.33,152750625652685202949529,50000000000000000000000,152750625652685202949520,1.27,1.0,0,102750625652685202949520,20,26.0,2036.0,equinoxecapital,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Romania,18,2399,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Cryptobizz,12.73,14.97,3106689083070896107721,2500000000000000000000,3106689083070896107721,0.02,1500.0,10000000000000000000000,606689083070896107721,1,1.0,345.0,cryptobizz,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Sibiu,222,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,MyCointainer,11.86,13.17,10426861390218612435871,5000000000000000000000,10426861390218612435870,0.08,1000.0,0,5426861390218612435870,2,2.0,889.0,myc_devops,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,,86,240,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,Moonlorian Stake,11.97,13.3,19923672864655341596219,10000000000000000000000,19923672864655341596216,0.16,1000.0,20100000000000000000000,9923672864655341596216,4,4.0,875.0,moonlorianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,www.moonlorian.com/stake,73,480,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Galaxy Staking,12.57,15.12,18054169160946165473486,15000000000000000000000,18054169160946165473484,0.15,22.0,18765432100000000000000,3054169160946165473484,6,6.0,1230.0,galaxyone,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Romania,75,600,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,Rohanstake,11.11,15.87,15497847832436411632424,15000000000000000000000,15497847832436411632422,0.12,3000.0,15510000000000000000000,497847832436411632422,6,6.0,130.0,rohanstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,,78,720,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,Trust the Netherlands,12.18,14.33,3629259810187719377670,2500000000000000000000,3629259810187719377670,0.03,1500.0,0,1129259810187719377670,1,1.0,308.0,truststakingne,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,The Netherlands,209,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,stakeGEN,12.43,13.81,21005150289362124478809,12500000000000000000000,21005150289362124478805,0.17,1000.0,30000000000000000000000,8505150289362124478805,5,11.0,1496.0,stakegen,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,"United Kingdom, London",70,960,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,PXR Staking,14.26,14.26,3699529969178116542421,2500000000000000000000,3699529969178116542421,0.03,0.0,3700000000000000000000,1199529969178116542421,1,1.0,32.0,pxr_staking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,,208,120,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,Staked,11.47,13.5,41831476744150195993585,22500000000000000000000,41831476744150195993584,0.34,1500.0,0,19331476744150195993584,9,10.0,925.0,stakedinc,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,http://staked.us,42,1199,1.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,AUDIT.one,12.58,13.98,31986884229273914663062,20000000000000000000000,31986884229273914663056,0.26,1000.0,32000000000000000000000,11986884229273914663056,8,8.0,1812.0,auditone,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,https://audit.one,53,960,0.0
2022-04-04,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,D1fferent Capital,12.1,12.1,35018128728105019259863,10000000000000000000000,35018128728105019259860,0.29,1.0,100000000000000000000000,25018128728105019259860,4,4.0,1966.0,d1fferent,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,,50,480,0.0
